Indexador,Ativo,Dias_Out_Of_Sample,Dias_Violacao_VaR_Esperados,Dias_Violacao_VaR_Reais,P_Valor_POF,POF_Valido,P_Valor_CC,CC_Valido,P_Valor_Joint,Joint_Valido,Modelo_Valido,POF_Valido_Num,Joint_90,Joint_95,Joint_99
CDI_Spread,ELET32,391,3.9100,8,0.0685,SIM,0.5627,SIM,0.1610,SIM,SIM,1,1,1,1
CDI_Spread,ELFA12,188,1.8800,61,0.0000,NÃO,0.3313,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,ELPLA6,159,1.5900,10,0.0000,NÃO,0.1026,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,EMCC11,75,0.7500,22,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,ENEV12,117,1.1700,2,0.4837,SIM,0.7911,SIM,0.7555,SIM,SIM,1,1,1,1
CDI_Spread,ENEV22,205,2.0500,4,0.2259,SIM,0.6891,SIM,0.4434,SIM,SIM,1,1,1,1
CDI_Spread,ENGIA3,272,2.7200,11,0.0001,NÃO,0.3346,SIM,0.0005,NÃO,NÃO,0,0,0,0
CDI_Spread,ENGIB5,274,2.7400,8,0.0095,NÃO,0.4870,SIM,0.0272,NÃO,NÃO,0,0,0,1
CDI_Spread,ENGIC5,397,3.9700,10,0.0107,NÃO,0.4716,SIM,0.0298,NÃO,NÃO,0,0,0,1
CDI_Spread,ENMTA2,220,2.2000,10,0.0001,NÃO,0.3279,SIM,0.0003,NÃO,NÃO,0,0,0,0
CDI_Spread,EQTL13,165,1.6500,5,0.0348,NÃO,0.5749,SIM,0.0921,SIM,SIM,0,0,1,1
CDI_Spread,EQTL15,398,3.9800,19,0.0000,NÃO,0.1669,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,EQTL25,374,3.7400,15,0.0000,NÃO,0.6243,SIM,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,EQTL55,154,1.5400,9,0.0000,NÃO,0.0867,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,ERDV18,187,1.8700,7,0.0038,NÃO,0.4593,SIM,0.0116,NÃO,NÃO,0,0,0,1
CDI_Spread,ERDVA0,97,0.9700,5,0.0035,NÃO,0.4584,SIM,0.0108,NÃO,NÃO,0,0,0,1
CDI_Spread,ESTC25,38,0.3800,2,0.0624,SIM,0.6325,SIM,0.1570,SIM,SIM,1,1,1,1
CDI_Spread,ESULA2,168,1.6800,2,0.8096,SIM,0.8257,SIM,0.9481,SIM,SIM,1,1,1,1
CDI_Spread,ESULA4,68,0.6800,3,0.0371,NÃO,0.5958,SIM,0.0989,SIM,SIM,0,0,1,1
CDI_Spread,ETEN13,57,0.5700,11,0.0000,NÃO,0.0255,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,GASC12,139,1.3900,59,0.0000,NÃO,0.1064,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,GGSH12,78,0.7800,4,0.0092,NÃO,0.5078,SIM,0.0271,NÃO,NÃO,0,0,0,1
CDI_Spread,GRRB14,269,2.6900,7,0.0278,NÃO,0.5400,SIM,0.0737,SIM,SIM,0,0,1,1
CDI_Spread,GRRB15,119,1.1900,4,0.0417,NÃO,0.5962,SIM,0.1093,SIM,SIM,0,1,1,1
CDI_Spread,GSTS13,99,0.9900,1,0.9920,SIM,0.8858,SIM,0.9897,SIM,SIM,1,1,1,1
CDI_Spread,GUAR15,425,4.2500,6,0.4218,SIM,0.6781,SIM,0.6644,SIM,SIM,1,1,1,1
CDI_Spread,GUAR23,105,1.0500,2,0.4075,SIM,0.8434,SIM,0.6959,SIM,SIM,1,1,1,1
CDI_Spread,HAPV12,254,2.5400,8,0.0060,NÃO,0.4698,SIM,0.0176,NÃO,NÃO,0,0,0,1
CDI_Spread,HAPV13,476,4.7600,1,0.0353,NÃO,0.9482,SIM,0.1090,SIM,SIM,0,1,1,1
CDI_Spread,HLIX11,31,0.3100,9,0.0000,NÃO,0.7155,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,HVAN11,157,1.5700,15,0.0000,NÃO,0.1962,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,HYPEA0,53,0.5300,9,0.0000,NÃO,0.0313,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,HZTC24,238,2.3800,11,0.0000,NÃO,0.5204,SIM,0.0002,NÃO,NÃO,0,0,0,0
CDI_Spread,IATU11,15,0.1500,1,0.1431,SIM,0.6947,SIM,0.3170,SIM,SIM,1,1,1,1
CDI_Spread,IGSN14,20,0.2000,0,0.5261,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,IGTA19,61,0.6100,29,0.0000,NÃO,0.2005,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,IGTA27,25,0.2500,0,0.4784,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,IGTAA0,87,0.8700,36,0.0000,NÃO,0.3928,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,IGTAB0,502,5.0200,11,0.0205,NÃO,0.4822,SIM,0.0533,SIM,SIM,0,0,1,1
CDI_Spread,IGTAB1,323,3.2300,9,0.0081,NÃO,0.2372,SIM,0.0149,NÃO,NÃO,0,0,0,1
CDI_Spread,IOCH10,10,0.1000,3,0.0001,NÃO,1.0000,SIM,0.0004,NÃO,NÃO,0,0,0,0
CDI_Spread,IOCH19,15,0.1500,1,0.1431,SIM,0.6947,SIM,0.3170,SIM,SIM,1,1,1,1
CDI_Spread,IOCH29,15,0.1500,2,0.0086,NÃO,0.4131,SIM,0.0227,NÃO,NÃO,0,0,0,1
CDI_Spread,IOCHA1,116,1.1600,7,0.0002,NÃO,0.0488,NÃO,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,IOCHB1,106,1.0600,7,0.0001,NÃO,0.0405,NÃO,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,ITSA13,174,1.7400,8,0.0005,NÃO,0.3599,SIM,0.0015,NÃO,NÃO,0,0,0,0
CDI_Spread,ITSA14,30,0.3000,0,0.4374,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,ITSA24,365,3.6500,7,0.1177,SIM,0.6003,SIM,0.2564,SIM,SIM,1,1,1,1
CDI_Spread,IVIA17,68,0.6800,6,0.0001,NÃO,0.2769,SIM,0.0002,NÃO,NÃO,0,0,0,0
CDI_Spread,IVIA18,56,0.5600,0,0.2887,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,IVIA35,32,0.3200,2,0.0439,NÃO,0.5993,SIM,0.1143,SIM,SIM,0,1,1,1
CDI_Spread,JHSFA1,340,3.4000,57,0.0000,NÃO,0.0182,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,JSLGA5,551,5.5100,40,0.0000,NÃO,0.0122,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,JSMLA5,870,8.7000,44,0.0000,NÃO,0.8702,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,JSMLB3,164,1.6400,21,0.0000,NÃO,0.8392,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,KLAS12,189,1.8900,28,0.0000,NÃO,0.4851,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,KRSA11,140,1.4000,21,0.0000,NÃO,0.4707,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,LCAMA9,340,3.4000,11,0.0010,NÃO,0.3552,SIM,0.0029,NÃO,NÃO,0,0,0,0
CDI_Spread,LCAMB2,109,1.0900,7,0.0001,NÃO,0.3628,SIM,0.0005,NÃO,NÃO,0,0,0,0
CDI_Spread,LCAMC2,436,4.3600,16,0.0000,NÃO,0.2689,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,LCAMC3,448,4.4800,50,0.0000,NÃO,0.0095,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,LCAMD2,250,2.5000,17,0.0000,NÃO,0.8702,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,LMTI15,130,1.3000,6,0.0025,NÃO,0.4441,SIM,0.0078,NÃO,NÃO,0,0,0,0
CDI_Spread,LORTA8,218,2.1800,0,0.0363,NÃO,,SIM,,SIM,SIM,0,0,0,0
CDI_Spread,LORTA9,231,2.3100,9,0.0008,NÃO,0.3918,SIM,0.0024,NÃO,NÃO,0,0,0,0
CDI_Spread,LORTB9,514,5.1400,28,0.0000,NÃO,0.0721,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,LRENB1,187,1.8700,75,0.0000,NÃO,0.0290,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MANT12,127,1.2700,1,0.8025,SIM,0.8993,SIM,0.9615,SIM,SIM,1,1,1,1
CDI_Spread,MATD11,233,2.3300,0,0.0305,NÃO,,SIM,,SIM,SIM,0,0,0,0
CDI_Spread,MEAL21,19,0.1900,1,0.1875,SIM,0.7315,SIM,0.3956,SIM,SIM,1,1,1,1
CDI_Spread,MGLU19,37,0.3700,8,0.0000,NÃO,0.2584,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MGLUA0,732,7.3200,162,,SIM,0.0180,NÃO,,SIM,SIM,1,0,0,0
CDI_Spread,MILS26,152,1.5200,5,0.0249,NÃO,0.5584,SIM,0.0682,SIM,SIM,0,0,1,1
CDI_Spread,MNRVA1,474,4.7400,37,0.0000,NÃO,0.1705,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MOVI16,283,2.8300,11,0.0002,NÃO,0.3680,SIM,0.0007,NÃO,NÃO,0,0,0,0
CDI_Spread,MOVI17,480,4.8000,26,0.0000,NÃO,0.0840,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MOVI25,227,2.2700,11,0.0000,NÃO,0.2886,SIM,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,MOVI34,344,3.4400,35,0.0000,NÃO,0.0817,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MRFGA0,176,1.7600,3,0.3933,SIM,0.7463,SIM,0.6593,SIM,SIM,1,1,1,1
CDI_Spread,MRSL1A,123,1.2300,0,0.1159,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,MRVEA2,54,0.5400,6,0.0000,NÃO,0.6766,SIM,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,MRVEA8,296,2.9600,20,0.0000,NÃO,0.7324,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MRVEB2,109,1.0900,21,0.0000,NÃO,0.9591,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MTRO12,357,3.5700,11,0.0015,NÃO,0.3367,SIM,0.0041,NÃO,NÃO,0,0,0,0
CDI_Spread,MULPA0,338,3.3800,42,0.0000,NÃO,0.0150,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,MVLV19,751,7.5100,22,0.0000,NÃO,0.2488,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,NCFP14,129,1.2900,14,0.0000,NÃO,0.0634,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,NIGP11,58,0.5800,6,0.0000,NÃO,0.0072,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,NISS12,14,0.1400,4,0.0000,NÃO,0.7612,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,NISS22,16,0.1600,0,0.5706,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,OAMS11,19,0.1900,5,0.0000,NÃO,0.6406,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,OCNP13,143,1.4300,1,0.7024,SIM,0.9052,SIM,0.9231,SIM,SIM,1,1,1,1
CDI_Spread,OGDS11,342,3.4200,31,0.0000,NÃO,0.0127,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,OMGE11,170,1.7000,4,0.1313,SIM,0.6596,SIM,0.2907,SIM,SIM,1,1,1,1
CDI_Spread,OMGE13,477,4.7700,15,0.0002,NÃO,0.3231,SIM,0.0005,NÃO,NÃO,0,0,0,0
CDI_Spread,OMGE21,243,2.4300,2,0.7749,SIM,0.8974,SIM,0.9520,SIM,SIM,1,1,1,1
CDI_Spread,OVSA10,276,2.7600,15,0.0000,NÃO,0.2041,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,PALFA1,231,2.3100,18,0.0000,NÃO,0.6075,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,PGMN26,195,1.9500,9,0.0002,NÃO,0.3493,SIM,0.0007,NÃO,NÃO,0,0,0,0
CDI_Spread,PLSB2A,176,1.7600,19,0.0000,NÃO,0.0250,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,POSI13,125,1.2500,6,0.0020,NÃO,0.4346,SIM,0.0064,NÃO,NÃO,0,0,0,0
CDI_Spread,PRLG14,30,0.3000,0,0.4374,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,QUAL16,814,8.1400,398,,SIM,0.0013,NÃO,,SIM,SIM,1,0,0,0
CDI_Spread,RADL15,167,1.6700,72,0.0000,NÃO,0.1833,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RBXR11,12,0.1200,1,0.1105,SIM,0.6545,SIM,0.2531,SIM,SIM,1,1,1,1
CDI_Spread,RDCO10,159,1.5900,13,0.0000,NÃO,0.1266,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RDCO19,62,0.6200,2,0.1619,SIM,0.0303,NÃO,0.0360,NÃO,NÃO,1,0,0,1
CDI_Spread,RDORB7,177,1.7700,8,0.0006,NÃO,0.3826,SIM,0.0018,NÃO,NÃO,0,0,0,0
CDI_Spread,RDORB9,648,6.4800,29,0.0000,NÃO,0.1051,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RDORC3,524,5.2400,202,,SIM,0.0014,NÃO,,SIM,SIM,1,0,0,0
CDI_Spread,RDORC7,409,4.0900,7,0.1892,SIM,0.0993,SIM,0.1086,SIM,SIM,1,1,1,1
CDI_Spread,RDORC9,697,6.9700,34,0.0000,NÃO,0.0616,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RIS411,158,1.5800,9,0.0000,NÃO,0.2953,SIM,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,RIS421,106,1.0600,25,0.0000,NÃO,0.3356,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RISP11,145,1.4500,10,0.0000,NÃO,0.2216,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RISP21,126,1.2600,14,0.0000,NÃO,0.7066,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RLOG11,334,3.3400,45,0.0000,NÃO,0.0002,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,RSAN24,116,1.1600,1,0.8785,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,SAEL16,15,0.1500,1,0.1431,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,SAEL18,185,1.8500,4,0.1687,SIM,0.7154,SIM,0.3629,SIM,SIM,1,1,1,1
CDI_Spread,SAEL26,39,0.3900,5,0.0000,NÃO,0.0527,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SBFC11,173,1.7300,10,0.0000,NÃO,0.2664,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SBFC12,196,1.9600,1,0.4468,SIM,0.9191,SIM,0.7448,SIM,SIM,1,1,1,1
CDI_Spread,SBFC13,439,4.3900,51,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SBSPA7,137,1.3700,4,0.0667,SIM,0.6224,SIM,0.1648,SIM,SIM,1,1,1,1
CDI_Spread,SBSPB3,23,0.2300,2,0.0219,NÃO,0.0206,NÃO,0.0050,NÃO,NÃO,0,0,0,0
CDI_Spread,SBSPB7,156,1.5600,19,0.0000,NÃO,0.2756,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SBSPC3,145,1.4500,6,0.0045,NÃO,0.5104,SIM,0.0141,NÃO,NÃO,0,0,0,1
CDI_Spread,SBSPC7,259,2.5900,7,0.0229,NÃO,0.5320,SIM,0.0618,SIM,SIM,0,0,1,1
CDI_Spread,SBSPE8,123,1.2300,83,0.0000,NÃO,0.9298,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SBSPH0,326,3.2600,63,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SMFT16,228,2.2800,7,0.0116,NÃO,0.1937,SIM,0.0178,NÃO,NÃO,0,0,0,1
CDI_Spread,SNGO15,109,1.0900,3,0.1303,SIM,0.6788,SIM,0.2923,SIM,SIM,1,1,1,1
CDI_Spread,SNGO16,174,1.7400,4,0.1408,SIM,0.0648,SIM,0.0615,SIM,SIM,1,0,1,1
CDI_Spread,SNGO18,283,2.8300,5,0.2421,SIM,0.6709,SIM,0.4609,SIM,SIM,1,1,1,1
CDI_Spread,SNGO19,322,3.2200,14,0.0000,NÃO,0.2584,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SQIA12,26,0.2600,4,0.0001,NÃO,0.2156,SIM,0.0003,NÃO,NÃO,0,0,0,0
CDI_Spread,SSED21,129,1.2900,6,0.0024,NÃO,0.4423,SIM,0.0075,NÃO,NÃO,0,0,0,0
CDI_Spread,STBP24,67,0.6700,0,0.2458,SIM,,SIM,,SIM,SIM,1,0,0,0
CDI_Spread,SULA29,126,1.2600,28,0.0000,NÃO,0.0010,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SULM28,24,0.2400,5,0.0000,NÃO,0.9145,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,SUZB18,185,1.8500,7,0.0036,NÃO,0.4568,SIM,0.0109,NÃO,NÃO,0,0,0,1
CDI_Spread,TAEEA1,516,5.1600,92,0.0000,NÃO,0.0568,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,TEND15,10,0.1000,1,0.0892,SIM,0.6166,SIM,0.2080,SIM,SIM,1,1,1,1
CDI_Spread,TEND17,42,0.4200,3,0.0091,NÃO,0.4911,SIM,0.0263,NÃO,NÃO,0,0,0,1
CDI_Spread,TFLE18,270,2.7000,28,0.0000,NÃO,0.9556,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,TIET19,506,5.0600,20,0.0000,NÃO,0.1990,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,TRIS17,52,0.5200,2,0.1159,SIM,0.6861,SIM,0.2679,SIM,SIM,1,1,1,1
CDI_Spread,TRIS18,197,1.9700,12,0.0000,NÃO,0.1822,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,UGEL11,56,0.5600,10,0.0000,NÃO,0.7365,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,UNDAE1,237,2.3700,7,0.0144,NÃO,0.5130,SIM,0.0403,NÃO,NÃO,0,0,0,1
CDI_Spread,UNIP15,55,0.5500,3,0.0202,NÃO,0.5523,SIM,0.0566,SIM,SIM,0,0,1,1
CDI_Spread,UNIP17,279,2.7900,12,0.0000,NÃO,0.2980,SIM,0.0001,NÃO,NÃO,0,0,0,0
CDI_Spread,UNIP26,152,1.5200,13,0.0000,NÃO,0.9004,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VAMO12,214,2.1400,5,0.0940,SIM,0.6239,SIM,0.2181,SIM,SIM,1,1,1,1
CDI_Spread,VAMO13,234,2.3400,86,0.0000,NÃO,0.0207,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VAMO14,540,5.4000,63,0.0000,NÃO,0.0488,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VAMO22,281,2.8100,2,0.6086,SIM,0.8653,SIM,0.8646,SIM,SIM,1,1,1,1
CDI_Spread,VAMO23,491,4.9100,74,0.0000,NÃO,0.0058,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VAMO24,701,7.0100,39,0.0000,NÃO,0.3510,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VIAL19,67,0.6700,3,0.0356,NÃO,0.5929,SIM,0.0952,SIM,SIM,0,0,1,1
CDI_Spread,VIXL14,163,1.6300,10,0.0000,NÃO,0.2512,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VIXL15,129,1.2900,10,0.0000,NÃO,0.1927,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VIXL25,135,1.3500,17,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VLID19,114,1.1400,84,0.0000,NÃO,0.5301,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VSUL11,77,0.7700,11,0.0000,NÃO,0.0031,NÃO,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,VVAR26,15,0.1500,5,0.0000,NÃO,0.1589,SIM,0.0000,NÃO,NÃO,0,0,0,0
CDI_Spread,WIZS11,148,1.4800,5,0.0223,NÃO,0.5529,SIM,0.0617,SIM,SIM,0,0,1,1
CDI_Spread,XPEN11,231,2.3100,45,0.0000,NÃO,0.0001,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,AEGP23,26,0.2600,4,0.0001,NÃO,0.2896,SIM,0.0003,NÃO,NÃO,0,0,0,0
IPCA,AESL17,367,3.6700,16,0.0000,NÃO,0.2264,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,AGRU12,439,4.3900,118,0.0000,NÃO,0.0084,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,AGRU21,37,0.3700,14,0.0000,NÃO,0.5029,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,AGVF12,513,5.1300,36,0.0000,NÃO,0.0196,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ALGA26,273,2.7300,10,0.0007,NÃO,0.4076,SIM,0.0021,NÃO,NÃO,0,0,0,0
IPCA,ALGA27,228,2.2800,12,0.0000,NÃO,0.2683,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ALGAB1,720,7.2000,15,0.0108,NÃO,0.0348,NÃO,0.0042,NÃO,NÃO,0,0,0,0
IPCA,ALGAC2,681,6.8100,329,,SIM,0.5573,SIM,,SIM,SIM,1,0,0,0
IPCA,ALIG12,325,3.2500,8,0.0256,NÃO,0.5245,SIM,0.0676,SIM,SIM,0,0,1,1
IPCA,ALIG13,437,4.3700,10,0.0205,NÃO,0.2161,SIM,0.0317,NÃO,NÃO,0,0,0,1
IPCA,ALIG15,596,5.9600,10,0.1295,SIM,0.5587,SIM,0.2671,SIM,SIM,1,1,1,1
IPCA,ANEM11,353,3.5300,19,0.0000,NÃO,0.9786,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ANET11,386,3.8600,17,0.0000,NÃO,0.7300,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,APOL11,205,2.0500,15,0.0000,NÃO,0.1364,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,APRB18,520,5.2000,54,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ARCV12,169,1.6900,1,0.5637,SIM,0.9129,SIM,0.8414,SIM,SIM,1,1,1,1
IPCA,ARTR19,793,7.9300,15,0.0247,NÃO,0.4466,SIM,0.0601,SIM,SIM,0,0,1,1
IPCA,ARTR35,283,2.8300,14,0.0000,NÃO,0.2264,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ASAB11,128,1.2800,5,0.0121,NÃO,0.5220,SIM,0.0350,NÃO,NÃO,0,0,0,1
IPCA,BLMN12,584,5.8400,15,0.0015,NÃO,0.3734,SIM,0.0043,NÃO,NÃO,0,0,0,0
IPCA,BRKP28,774,7.7400,31,0.0000,NÃO,0.1075,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,BRST11,798,7.9800,19,0.0009,NÃO,0.3354,SIM,0.0025,NÃO,NÃO,0,0,0,0
IPCA,CAEC21,422,4.2200,11,0.0057,NÃO,0.4423,SIM,0.0164,NÃO,NÃO,0,0,0,1
IPCA,CAJS11,183,1.8300,6,0.0143,NÃO,0.5598,SIM,0.0419,NÃO,NÃO,0,0,0,1
IPCA,CART12,421,4.2100,32,0.0000,NÃO,0.2866,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CART13,521,5.2100,9,0.1304,SIM,0.5734,SIM,0.2719,SIM,SIM,1,1,1,1
IPCA,CART22,142,1.4200,51,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CBAN12,877,8.7700,8,0.7908,SIM,0.7010,SIM,0.8968,SIM,SIM,1,1,1,1
IPCA,CBAN32,619,6.1900,7,0.7486,SIM,0.0619,SIM,0.1662,SIM,SIM,1,1,1,1
IPCA,CBAN52,715,7.1500,11,0.1799,SIM,0.5574,SIM,0.3426,SIM,SIM,1,1,1,1
IPCA,CBAN72,782,7.8200,4,0.1297,SIM,0.8392,SIM,0.3109,SIM,SIM,1,1,1,1
IPCA,CCROA5,763,7.6300,10,0.4105,SIM,0.6248,SIM,0.6324,SIM,SIM,1,1,1,1
IPCA,CCROB4,609,6.0900,26,0.0000,NÃO,0.1274,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CCROB6,876,8.7600,464,,SIM,0.7806,SIM,,SIM,SIM,1,0,0,0
IPCA,CEAD11,377,3.7700,4,0.9062,SIM,0.7693,SIM,0.9513,SIM,SIM,1,1,1,1
IPCA,CEAR25,100,1.0000,37,0.0000,NÃO,0.2210,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CEAR26,522,5.2200,26,0.0000,NÃO,0.5114,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CEEBA1,45,0.4500,3,0.0112,NÃO,0.1471,SIM,0.0140,NÃO,NÃO,0,0,0,1
IPCA,CEEBC3,622,6.2200,287,,SIM,0.0180,NÃO,,SIM,SIM,1,0,0,0
IPCA,CEEBC4,430,4.3000,3,0.5052,SIM,0.8371,SIM,0.7842,SIM,SIM,1,1,1,1
IPCA,CEED21,569,5.6900,8,0.3591,SIM,0.6326,SIM,0.5857,SIM,SIM,1,1,1,1
IPCA,CEMA27,180,1.8000,10,0.0000,NÃO,0.2765,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,CEMT19,408,4.0800,32,0.0000,NÃO,0.2459,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CEPE19,175,1.7500,11,0.0000,NÃO,0.1602,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CEPEC1,371,3.7100,28,0.0000,NÃO,0.0322,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CEPEC2,611,6.1100,3,0.1607,SIM,0.8633,SIM,0.3683,SIM,SIM,1,1,1,1
IPCA,CESPA2,865,8.6500,5,0.1756,SIM,0.8094,SIM,0.3882,SIM,SIM,1,1,1,1
IPCA,CGEP12,368,3.6800,0,0.0065,NÃO,,SIM,,SIM,SIM,0,0,0,0
IPCA,CGMG18,838,8.3800,4,0.0904,SIM,0.8446,SIM,0.2340,SIM,SIM,1,1,1,1
IPCA,CHPA11,14,0.1400,2,0.0074,NÃO,0.3925,SIM,0.0192,NÃO,NÃO,0,0,0,1
